iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
126,389922,,0.37233,-0.25959,-0.001245,0.001571,0.508904,0.008937,0.058919,12.039952,15000.0,0.001,32.04,2200,880,0.7143,0.752,3.801,12422.4
127,393288,,0.45905,-0.08186,0.003602,0.001537,0.521346,0.014564,0.065556,3.114442,19000.0,0.001,32.63,2310,1064,0.6846,0.8187,3.844,12525.5
128,398098,,0.40511,-0.19318,0.000224,0.000561,0.557677,0.01166,0.05879,3.509666,17000.0,0.001,32.14,3203,1615,0.6648,0.725,3.861,12675.2
129,403402,,0.50114,-0.00959,0.000201,0.000612,0.564439,0.013154,0.074121,16.743931,24000.0,0.001,32.09,3266,2046,0.6148,0.677,4.091,12840.5
130,407634,0.5650000000000001,0.43956,-0.12839,-0.002397,0.000726,0.53073,0.013009,0.086167,7.22015,21000.0,0.001,32.35,2740,1500,0.6462,0.7916,3.975,12986.1
131,411775,,0.41242,-0.20225,-0.000475,0.000771,0.61995,0.010649,0.069699,4.881805,19000.0,0.001,31.8,2868,1281,0.6913,0.7094,3.633,13116.3
132,415840,,0.37876,-0.2653,-0.001399,0.00104,0.669179,0.005437,0.055159,5.565341,25000.0,0.001,32.4,2820,1253,0.6924,0.7249,3.7,13241.8
133,418637,,0.27784,-0.44499,-0.002124,0.001233,0.674977,0.010175,0.064786,2.493645,22000.0,0.001,31.06,2025,780,0.7219,0.6367,4.0,13331.8
134,422819,,0.3536,-0.28649,-0.001902,0.000926,0.606348,0.009614,0.069191,3.520694,22000.0,0.001,31.5,2879,1311,0.6871,0.706,3.594,13464.6
135,426579,,0.36619,-0.27298,-0.004288,0.000931,0.636359,0.008205,0.039873,4.214676,16000.0,0.001,32.39,2633,1135,0.6988,0.7158,3.575,13580.7
136,430094,,0.24748,-0.51476,0.002146,0.00109,0.665991,0.006213,0.066238,4.628591,23000.0,0.001,32.15,2480,1043,0.7039,0.7371,3.796,13690.1
137,434220,,0.29928,-0.42303,0.002191,0.000747,0.643957,0.008224,0.061306,13.668165,30000.0,0.001,31.41,2933,1201,0.7095,0.7427,4.072,13821.5
138,437733,,0.34511,-0.31922,-0.004492,0.001089,0.622764,0.007553,0.063308,10.390368,21000.0,0.001,32.04,2310,1211,0.6561,0.7236,4.103,13931.1
139,442039,,0.44938,-0.10655,-0.000507,0.000641,0.617835,0.0127,0.078672,3.402331,18000.0,0.001,31.14,2795,1519,0.6479,0.7014,3.785,14069.4
140,446940,0.615,0.35319,-0.29063,0.000291,0.000538,0.59775,0.009816,0.05991,7.320464,26000.0,0.001,31.83,3211,1698,0.6541,0.6958,3.98,14240.2
141,451225,,0.29976,-0.42385,-0.00093,0.000872,0.554307,0.009493,0.058217,3.717144,20000.0,0.001,32.32,2896,1397,0.6746,0.6579,4.002,14372.7
142,454438,,0.48575,-0.05215,0.000252,0.001226,0.489414,0.012425,0.073541,27.754814,19000.0,0.001,31.81,2076,1145,0.6445,0.7571,4.291,14473.8
143,458747,,0.35427,-0.2973,0.005393,0.000712,0.537939,0.01373,0.081623,9.747568,20000.0,0.001,31.98,2915,1402,0.6752,0.7154,4.074,14608.5
144,463089,,0.43969,-0.12459,0.000929,0.000888,0.540109,0.013946,0.073284,4.838569,19000.0,0.001,32.13,2842,1508,0.6533,0.6892,3.944,14743.7
145,467538,,0.38658,-0.23259,0.000711,0.000635,0.55088,0.013719,0.067916,6.738031,19000.0,0.001,31.01,2936,1521,0.6587,0.6777,3.955,14887.2
146,472702,,0.48589,-0.03864,1.7e-05,0.00052,0.534266,0.011726,0.071848,6.401398,20000.0,0.001,32.11,3307,1865,0.6394,0.7427,4.101,15048.0
147,476868,,0.40729,-0.18895,0.000665,0.000787,0.50079,0.011258,0.070908,5.56212,21000.0,0.001,31.11,2907,1267,0.6965,0.7511,4.141,15181.9
148,481651,,0.44931,-0.11978,0.002894,0.001046,0.523745,0.018708,0.070451,8.260098,26000.0,0.001,32.3,2979,1812,0.6218,0.6727,4.138,15330.0
149,487539,,0.51753,0.02671,0.004176,0.000714,0.450722,0.017828,0.101902,50.859413,28000.0,0.001,32.04,3549,2347,0.6019,0.8017,5.535,15513.8
150,491968,0.655,0.45044,-0.09912,0.001287,0.0008,0.453421,0.013629,0.077823,8.747794,21000.0,0.001,31.89,2831,1606,0.638,0.733,4.306,15671.2
151,499252,,0.53201,0.07208,0.005176,0.000664,0.461576,0.027206,0.103551,16.347473,25000.0,0.001,31.4,4268,3024,0.5853,0.7936,5.594,15903.2
152,505778,,0.47143,-0.06844,0.004393,0.000582,0.526477,0.011614,0.075604,8.464746,21000.0,0.001,32.25,4093,2441,0.6264,0.7565,4.239,16105.5
153,511336,,0.39081,-0.22442,0.00337,0.000786,0.606434,0.013221,0.075775,5.861218,24000.0,0.001,32.36,3436,2130,0.6173,0.711,4.869,16277.3
154,516877,,0.41935,-0.16471,0.000777,0.00074,0.522307,0.009867,0.078678,5.979627,27000.0,0.001,32.32,3384,2165,0.6098,0.7398,4.985,16448.8
155,521030,,0.56586,0.13609,0.00423,0.001196,0.396836,0.017639,0.086721,5.442741,18000.0,0.001,32.54,2493,1668,0.5991,0.8117,4.375,16576.4
